WELLNESS_life_satisfaction,DEMO_household_income,WORK_hours_per_week,CONNECTION_social_num_close_friends_p3m
5,"$45,000 to $49,999",8,NA
9,"$120,000 to $129,999",0,3
1,"$40,000 to $44,999",NA,1
6,"$15,000 to $19,999",0,2
1,"$15,000 to $19,999",0,0
9,NA,35,NA
7,"$30,000 to $34,999",NA,6
10,"$5,000 to $9,999",5,2
2,"$15,000 to $19,999",NA,1
7,NA,NA,NA
4,"$110,000 to $119,999",40,NA
NA,NA,NA,NA
3,"$20,000 to $24,999",NA,0
8,"$60,000 to $69,999",NA,0
4,NA,NA,4
5,"$160,000 to $169,999",0,NA
3,NA,NA,NA
7,"$50,000 to $59,999",16,NA
4,"$80,000 to $89,999",0,3
5,NA,NA,NA
6,"$45,000 to $49,999",0,NA
7,NA,NA,NA
8,"$25,000 to $29,999",NA,6
8,"$30,000 to $34,999",20,NA
4,"$20,000 to $24,999",0,NA
NA,NA,NA,NA
NA,NA,NA,NA
4,NA,NA,NA
9,NA,NA,3
6,Presented but no response,0,0
NA,NA,NA,NA
5,"$15,000 to $19,999",15,NA
5,"$60,000 to $69,999",25,NA
10,"$160,000 to $169,999",35,2
6,"$35,000 to $39,999",NA,2
7,"$20,000 to $24,999",8,NA
6,"$60,000 to $69,999",NA,39
8,"$40,000 to $44,999",2,NA
NA,NA,NA,NA
NA,NA,NA,NA
5,"$10,000 to $14,999",0,NA
3,"$20,000 to $24,999",0,1
4,"$200,000 or more",25,NA
10,"$160,000 to $169,999",NA,NA
8,"$45,000 to $49,999",15,NA
NA,NA,NA,NA
2,"$25,000 to $29,999",33,1
8,"$70,000 to $79,999",40,15
6,"$200,000 or more",15,8
8,"$50,000 to $59,999",NA,4
4,Presented but no response,NA,2
3,"$100,000 to $109,999",35,0
NA,NA,NA,NA
6,NA,NA,NA
1,Presented but no response,0,NA
6,"$140,000 to $149,999",NA,2
NA,NA,NA,NA
5,NA,NA,NA
NA,NA,NA,NA
7,"$60,000 to $69,999",NA,3
NA,NA,NA,NA
7,"$45,000 to $49,999",NA,4
4,"$50,000 to $59,999",4,NA
NA,NA,NA,NA
3,NA,NA,NA
5,"$70,000 to $79,999",8,2
9,"$25,000 to $29,999",20,0
8,"$130,000 to $139,999",NA,12
9,Presented but no response,25,NA
1,Presented but no response,0,NA
2,"Under $5,000",0,0
2,"Under $5,000",NA,1
8,"$30,000 to $34,999",0,15
3,"$80,000 to $89,999",NA,NA
3,Presented but no response,NA,NA
NA,NA,NA,NA
8,"$100,000 to $109,999",0,2
4,"$25,000 to $29,999",NA,20
9,NA,NA,NA
3,"$110,000 to $119,999",35,0
6,NA,NA,NA
10,"$40,000 to $44,999",NA,4
7,NA,NA,NA
4,NA,NA,NA
3,"$110,000 to $119,999",60,0
NA,NA,NA,NA
7,NA,NA,NA
8,"$130,000 to $139,999",37,NA
4,NA,NA,NA
3,"$20,000 to $24,999",0,1
3,Presented but no response,6,NA
5,"$60,000 to $69,999",40,3
NA,NA,NA,NA
2,Presented but no response,2,NA
8,"$15,000 to $19,999",9,2
7,"$60,000 to $69,999",38,3
8,"$35,000 to $39,999",NA,0
NA,"$120,000 to $129,999",40,NA
8,NA,NA,NA
9,NA,NA,NA
3,"$20,000 to $24,999",NA,0
7,NA,NA,NA
4,"$110,000 to $119,999",42,NA
8,"$60,000 to $69,999",0,NA
2,Presented but no response,8,NA
6,"$10,000 to $14,999",40,26
5,"$80,000 to $89,999",0,NA
NA,NA,NA,NA
3,"$40,000 to $44,999",32,NA
3,NA,NA,NA
8,"$40,000 to $44,999",0,2
9,"$5,000 to $9,999",6,NA
4,"$130,000 to $139,999",15,0
4,"$40,000 to $44,999",NA,14
7,"$20,000 to $24,999",40,NA
NA,NA,NA,NA
8,"$20,000 to $24,999",0,3
NA,NA,NA,NA
7,Presented but no response,NA,4
8,"$25,000 to $29,999",6,6
10,"$20,000 to $24,999",0,6
8,"$30,000 to $34,999",0,4
NA,NA,NA,NA
2,"$10,000 to $14,999",NA,NA
4,"$40,000 to $44,999",22,6
3,"$60,000 to $69,999",0,0
7,"$50,000 to $59,999",NA,4
NA,NA,NA,NA
9,"$60,000 to $69,999",0,0
7,"$60,000 to $69,999",30,NA
4,NA,NA,NA
7,"$100,000 to $109,999",40,63
10,"$120,000 to $129,999",NA,5
3,"$15,000 to $19,999",6,NA
5,"$50,000 to $59,999",40,NA
5,NA,NA,NA
6,NA,NA,NA
5,"$45,000 to $49,999",7,20
6,"$15,000 to $19,999",9,NA
6,"$90,000 to $99,999",25,NA
9,"$50,000 to $59,999",NA,10
9,"$90,000 to $99,999",NA,6
8,NA,NA,NA
5,"$150,000 to $159,999",40,NA
7,NA,NA,NA
7,"$20,000 to $24,999",8,NA
7,NA,NA,NA
7,NA,NA,NA
7,NA,NA,NA
5,NA,NA,NA
8,"$30,000 to $34,999",0,2
7,"$30,000 to $34,999",0,2
7,"$40,000 to $44,999",3,2
5,NA,NA,NA
8,"$40,000 to $44,999",16,NA
NA,NA,NA,NA
10,"$100,000 to $109,999",0,5
5,"$40,000 to $44,999",0,2
8,"$120,000 to $129,999",NA,12
9,"$70,000 to $79,999",0,20
9,"$100,000 to $109,999",0,10
NA,NA,NA,NA
NA,NA,NA,NA
7,"$50,000 to $59,999",28,4
NA,NA,NA,NA
4,NA,NA,NA
8,"$70,000 to $79,999",8,NA
6,"$100,000 to $109,999",40,2
7,"$50,000 to $59,999",70,NA
9,NA,NA,NA
8,Presented but no response,6,NA
3,NA,NA,NA
5,"$50,000 to $59,999",NA,15
7,NA,NA,NA
9,"$60,000 to $69,999",0,2
8,"$35,000 to $39,999",0,3
1,"$50,000 to $59,999",40,NA
1,NA,NA,NA
6,"$50,000 to $59,999",35,2
10,"$5,000 to $9,999",40,2
4,"$35,000 to $39,999",12,NA
7,NA,NA,NA
4,NA,NA,NA
3,"$50,000 to $59,999",NA,NA
4,"$45,000 to $49,999",0,2
8,"$45,000 to $49,999",30,NA
3,"$45,000 to $49,999",0,12
5,NA,NA,2
5,"$150,000 to $159,999",35,8
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
3,"$20,000 to $24,999",12,NA
8,Presented but no response,0,NA
2,"$35,000 to $39,999",25,NA
6,"$100,000 to $109,999",NA,5
NA,NA,NA,NA
5,"$170,000 to $179,999",35,0
8,NA,NA,NA
8,NA,NA,NA
7,NA,NA,NA
2,"$50,000 to $59,999",0,NA
1,"$10,000 to $14,999",NA,2
8,NA,NA,NA
3,NA,NA,NA
3,NA,NA,NA
4,"$45,000 to $49,999",5,NA
10,"$20,000 to $24,999",NA,NA
10,"Under $5,000",0,NA
4,"$50,000 to $59,999",40,2
1,"$70,000 to $79,999",50,NA
NA,NA,NA,NA
5,"$45,000 to $49,999",7,20
3,NA,NA,NA
7,"$50,000 to $59,999",0,NA
NA,NA,NA,NA
7,NA,NA,2
6,"$140,000 to $149,999",NA,4
7,NA,NA,NA
NA,NA,NA,8
7,"$150,000 to $159,999",NA,1
2,"Under $5,000",40,NA
10,Presented but no response,8,NA
8,Presented but no response,NA,3
6,"$10,000 to $14,999",NA,2
6,"$25,000 to $29,999",NA,2
8,"$60,000 to $69,999",NA,70
10,"$35,000 to $39,999",8,NA
NA,NA,NA,NA
6,"$120,000 to $129,999",1,NA
6,"$100,000 to $109,999",NA,2
NA,NA,NA,NA
8,"$80,000 to $89,999",NA,17
7,"$15,000 to $19,999",10,NA
9,"$50,000 to $59,999",NA,2
6,"$120,000 to $129,999",35,2
5,NA,NA,NA
8,"$45,000 to $49,999",40,NA
2,Presented but no response,NA,1
NA,NA,NA,NA
5,"$10,000 to $14,999",0,6
6,"$70,000 to $79,999",0,2
7,"$30,000 to $34,999",NA,3
5,NA,NA,2
9,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
7,"$60,000 to $69,999",0,1
7,"$50,000 to $59,999",0,12
6,"$35,000 to $39,999",24,8
10,"$200,000 or more",0,5
7,"$80,000 to $89,999",4,NA
5,"$45,000 to $49,999",NA,20
5,"$20,000 to $24,999",4,NA
NA,NA,NA,NA
1,"$50,000 to $59,999",NA,5
6,"$90,000 to $99,999",NA,3
NA,NA,NA,NA
5,Presented but no response,0,3
9,"$25,000 to $29,999",40,1
5,"$60,000 to $69,999",0,1
7,"$20,000 to $24,999",NA,79
5,Presented but no response,NA,NA
4,"$70,000 to $79,999",0,3
NA,NA,NA,NA
9,NA,NA,NA
1,"Under $5,000",NA,0
10,Presented but no response,15,NA
2,"$10,000 to $14,999",0,NA
5,NA,NA,NA
5,"$100,000 to $109,999",NA,NA
4,"$80,000 to $89,999",NA,0
6,"$100,000 to $109,999",0,2
4,NA,NA,NA
8,"$30,000 to $34,999",6,NA
5,"$10,000 to $14,999",7,1
8,"$30,000 to $34,999",0,5
3,"$110,000 to $119,999",NA,1
7,"$90,000 to $99,999",25,NA
7,"$90,000 to $99,999",35,NA
7,"$15,000 to $19,999",NA,2
5,"$50,000 to $59,999",30,3
7,"$110,000 to $119,999",40,NA
6,"$20,000 to $24,999",6,NA
NA,NA,NA,NA
NA,NA,NA,NA
3,NA,NA,NA
7,"$200,000 or more",NA,8
3,"$45,000 to $49,999",8,NA
7,"$40,000 to $44,999",0,3
3,"$20,000 to $24,999",NA,1
NA,NA,NA,NA
8,"$50,000 to $59,999",NA,3
8,Presented but no response,NA,NA
8,"$200,000 or more",40,NA
NA,NA,NA,NA
7,"$160,000 to $169,999",40,NA
9,NA,NA,NA
6,NA,NA,NA
7,NA,NA,NA
5,NA,NA,NA
8,NA,NA,NA
1,"$60,000 to $69,999",NA,NA
1,"$20,000 to $24,999",0,0
7,"$90,000 to $99,999",6,NA
8,Presented but no response,0,1
8,"$200,000 or more",NA,3
8,"$150,000 to $159,999",36,1
9,"$50,000 to $59,999",40,NA
3,"$20,000 to $24,999",0,NA
3,"$35,000 to $39,999",NA,10
5,"$15,000 to $19,999",0,NA
3,NA,NA,NA
3,NA,NA,NA
5,"$10,000 to $14,999",0,NA
NA,NA,NA,NA
4,"$15,000 to $19,999",NA,1
6,"$200,000 or more",NA,10
9,"$10,000 to $14,999",8,NA
NA,NA,NA,NA
7,NA,NA,9
NA,NA,NA,NA
6,"$90,000 to $99,999",5,1
NA,NA,NA,NA
9,"$20,000 to $24,999",20,4
6,"$35,000 to $39,999",NA,5
3,"$20,000 to $24,999",36,NA
10,NA,NA,NA
7,"$35,000 to $39,999",NA,2
8,"$25,000 to $29,999",NA,8
9,NA,NA,NA
9,NA,NA,NA
7,"$170,000 to $179,999",0,NA
10,"$40,000 to $44,999",0,19
6,"$20,000 to $24,999",NA,11
10,"$30,000 to $34,999",10,NA
6,NA,NA,NA
7,NA,NA,NA
8,"$40,000 to $44,999",40,NA
10,"$90,000 to $99,999",0,NA
NA,NA,NA,NA
3,"$45,000 to $49,999",0,NA
6,"$100,000 to $109,999",15,2
8,NA,NA,NA
NA,NA,NA,NA
9,NA,NA,NA
NA,NA,NA,NA
5,"$50,000 to $59,999",0,1
9,"$15,000 to $19,999",2,1
10,NA,NA,NA
10,"$35,000 to $39,999",0,NA
9,NA,NA,NA
NA,NA,NA,NA
8,"$80,000 to $89,999",0,NA
10,NA,NA,NA
5,NA,NA,2
5,"$100,000 to $109,999",NA,1
6,"$70,000 to $79,999",40,NA
5,"$30,000 to $34,999",NA,6
NA,NA,NA,NA
8,"$20,000 to $24,999",3,4
7,"$180,000 to $189,999",60,2
9,"$200,000 or more",25,NA
7,"$130,000 to $139,999",37.5,NA
4,"$80,000 to $89,999",0,NA
NA,NA,NA,NA
8,"$35,000 to $39,999",0,8
8,"$45,000 to $49,999",8,NA
4,"$5,000 to $9,999",0,NA
7,Presented but no response,2,NA
7,"$25,000 to $29,999",NA,1
5,"$70,000 to $79,999",4,NA
NA,NA,NA,NA
1,"$50,000 to $59,999",0,NA
7,"$110,000 to $119,999",10,NA
1,"$50,000 to $59,999",30,0
5,"$20,000 to $24,999",8,NA
8,"Under $5,000",NA,NA
7,"$45,000 to $49,999",0,NA
4,"$80,000 to $89,999",37,3
6,"$70,000 to $79,999",NA,4
2,"$20,000 to $24,999",0,4
7,NA,NA,NA
4,NA,NA,NA
6,"$70,000 to $79,999",40,3
1,"$35,000 to $39,999",0,NA
7,"$120,000 to $129,999",0,5
NA,NA,NA,NA
8,NA,NA,NA
8,"$60,000 to $69,999",0,NA
8,NA,NA,NA
4,"$10,000 to $14,999",3,NA
7,NA,NA,NA
8,Presented but no response,NA,1
9,"$35,000 to $39,999",1,3
4,NA,NA,NA
9,"$20,000 to $24,999",NA,5
7,"$120,000 to $129,999",50,NA
NA,NA,NA,NA
NA,NA,NA,NA
2,"$45,000 to $49,999",NA,1
5,Presented but no response,4,NA
9,NA,NA,NA
7,Presented but no response,0,4
6,NA,NA,NA
10,"$60,000 to $69,999",0,3
9,NA,NA,NA
8,"$35,000 to $39,999",2,NA
7,NA,NA,NA
6,"$45,000 to $49,999",0,2
7,"$80,000 to $89,999",NA,8
NA,NA,NA,NA
6,"$15,000 to $19,999",15,NA
NA,NA,NA,NA
5,"$40,000 to $44,999",NA,0
7,"$50,000 to $59,999",37,2
2,NA,NA,NA
3,"$40,000 to $44,999",20,NA
2,NA,NA,NA
NA,NA,NA,NA
7,"$100,000 to $109,999",NA,5
8,"$150,000 to $159,999",0,5
8,"$50,000 to $59,999",24,NA
7,"$20,000 to $24,999",0,6
NA,NA,NA,NA
7,"$90,000 to $99,999",NA,10
3,"$25,000 to $29,999",NA,NA
NA,NA,NA,NA
7,"$50,000 to $59,999",0,3
8,"$120,000 to $129,999",40,NA
8,"$40,000 to $44,999",NA,13
9,NA,NA,NA
9,NA,NA,NA
9,"$30,000 to $34,999",0,NA
7,"$90,000 to $99,999",0,0
9,NA,NA,NA
5,"$50,000 to $59,999",40,NA
7,NA,NA,NA
2,"$35,000 to $39,999",15,2
5,"$80,000 to $89,999",0,NA
6,NA,NA,NA
8,"$35,000 to $39,999",NA,8
1,"$5,000 to $9,999",NA,2
NA,NA,NA,NA
5,"$10,000 to $14,999",8,NA
3,NA,NA,6
9,NA,NA,NA
7,NA,NA,NA
6,"$120,000 to $129,999",37,NA
4,Presented but no response,3,3
8,"$140,000 to $149,999",10,NA
5,NA,NA,NA
10,NA,NA,NA
8,NA,NA,3
6,NA,NA,2
NA,NA,NA,NA
7,"$80,000 to $89,999",40,NA
NA,NA,NA,NA
9,"$20,000 to $24,999",NA,3
2,NA,NA,NA
8,"$190,000 to $199,999",5,NA
8,"$60,000 to $69,999",40,NA
NA,NA,NA,NA
5,Presented but no response,NA,NA
6,Presented but no response,10,6
9,"$50,000 to $59,999",NA,7
5,NA,NA,NA
NA,NA,NA,NA
7,"$120,000 to $129,999",0,3
3,"$25,000 to $29,999",NA,5
8,"$200,000 or more",30,3
NA,NA,NA,NA
5,"$150,000 to $159,999",37.5,NA
NA,NA,NA,NA
6,"$25,000 to $29,999",NA,0
5,"$25,000 to $29,999",NA,5
5,"$40,000 to $44,999",NA,1
8,"$100,000 to $109,999",30,NA
5,"$25,000 to $29,999",NA,35
7,"$100,000 to $109,999",40,20
7,"$150,000 to $159,999",40,NA
3,"$50,000 to $59,999",28,NA
6,"$100,000 to $109,999",10,NA
5,"$45,000 to $49,999",7,20
3,NA,NA,NA
3,"$40,000 to $44,999",0,2
NA,NA,NA,NA
7,"$10,000 to $14,999",NA,7
8,"$150,000 to $159,999",0,15
7,"$30,000 to $34,999",NA,0
5,"$60,000 to $69,999",40,10
6,"$60,000 to $69,999",37,4
10,"$40,000 to $44,999",0,NA
10,NA,NA,NA
10,NA,NA,NA
6,"$70,000 to $79,999",0,2
6,NA,NA,NA
7,"$25,000 to $29,999",5,NA
3,"$25,000 to $29,999",4,NA
8,"$60,000 to $69,999",48,NA
10,NA,NA,NA
10,"$40,000 to $44,999",0,NA
10,NA,NA,NA
4,NA,NA,1
NA,NA,NA,NA
5,NA,NA,NA
5,"Under $5,000",0,0
6,"$40,000 to $44,999",NA,NA
5,"$130,000 to $139,999",0,5
8,"$45,000 to $49,999",4,NA
6,NA,NA,NA
7,"$10,000 to $14,999",NA,6
5,"$60,000 to $69,999",40,NA
9,NA,NA,NA
5,Presented but no response,NA,NA
7,"$200,000 or more",40,NA
5,NA,NA,NA
NA,NA,NA,NA
6,"$40,000 to $44,999",NA,2
4,"$35,000 to $39,999",3,NA
6,"$30,000 to $34,999",16,0
1,NA,NA,NA
1,"$35,000 to $39,999",0,NA
1,NA,NA,NA
5,"$10,000 to $14,999",0,4
3,"$35,000 to $39,999",NA,2
6,"$120,000 to $129,999",37,3
6,Presented but no response,NA,NA
6,"$35,000 to $39,999",0,3
5,"$60,000 to $69,999",NA,3
7,"$25,000 to $29,999",NA,5
NA,NA,NA,NA
9,NA,NA,NA
4,"$80,000 to $89,999",40,4
7,"$20,000 to $24,999",NA,3
1,"$35,000 to $39,999",70,2
7,"$80,000 to $89,999",NA,4
8,"$70,000 to $79,999",10,4
5,"$35,000 to $39,999",0,3
8,"$100,000 to $109,999",NA,3
6,Presented but no response,3,NA
8,"$200,000 or more",30,2
9,"$100,000 to $109,999",30,NA
1,NA,NA,NA
5,NA,NA,NA
5,NA,NA,NA
8,Presented but no response,NA,NA
9,NA,NA,5
9,"$90,000 to $99,999",45,3
5,"$70,000 to $79,999",1,NA
5,"$5,000 to $9,999",40,NA
6,"$20,000 to $24,999",0,5
8,"$70,000 to $79,999",NA,3
NA,NA,NA,NA
8,NA,NA,NA
5,NA,NA,NA
6,"$50,000 to $59,999",NA,5
6,"$120,000 to $129,999",0,3
7,"$90,000 to $99,999",10,NA
NA,NA,NA,NA
6,NA,NA,NA
4,"$20,000 to $24,999",0,4
5,"$5,000 to $9,999",72,NA
8,"$50,000 to $59,999",40,2
7,"$90,000 to $99,999",NA,NA
1,"$20,000 to $24,999",5,NA
9,"$25,000 to $29,999",0,3
NA,NA,NA,NA
10,"$45,000 to $49,999",8,NA
5,"$15,000 to $19,999",NA,0
8,"$50,000 to $59,999",0,5
9,"$40,000 to $44,999",0,NA
NA,NA,NA,NA
8,"$20,000 to $24,999",NA,NA
5,"Under $5,000",NA,3
7,"$30,000 to $34,999",30,NA
8,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
6,"$60,000 to $69,999",NA,1
3,"$40,000 to $44,999",0,NA
7,"$40,000 to $44,999",28,NA
NA,NA,NA,NA
7,"$5,000 to $9,999",40,4
6,"$40,000 to $44,999",0,10
2,"$45,000 to $49,999",NA,NA
5,"$50,000 to $59,999",NA,4
10,"$100,000 to $109,999",0,1
NA,NA,NA,NA
9,NA,NA,NA
8,"$45,000 to $49,999",38,3
10,"$25,000 to $29,999",NA,NA
10,"$100,000 to $109,999",48,NA
4,"$40,000 to $44,999",0,NA
10,"$25,000 to $29,999",0,9
4,"$70,000 to $79,999",4,NA
8,"$150,000 to $159,999",NA,8
7,Presented but no response,10,NA
9,"$30,000 to $34,999",NA,2
NA,NA,NA,NA
7,NA,NA,NA
5,"$90,000 to $99,999",4,NA
NA,NA,NA,NA
5,"$100,000 to $109,999",0,NA
7,"$90,000 to $99,999",14,1
4,NA,NA,NA
7,NA,NA,NA
7,NA,NA,NA
5,NA,NA,NA
9,"$200,000 or more",44,6
8,"$70,000 to $79,999",0,3
8,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
6,"$50,000 to $59,999",40,NA
7,"$70,000 to $79,999",0,3
8,"$30,000 to $34,999",5,NA
5,Presented but no response,5,NA
NA,NA,NA,NA
4,"$100,000 to $109,999",NA,1
7,"$150,000 to $159,999",NA,4
5,"$20,000 to $24,999",NA,3
6,"$200,000 or more",0,NA
5,"$120,000 to $129,999",0,NA
6,"$70,000 to $79,999",NA,4
2,"$35,000 to $39,999",NA,1
3,"$45,000 to $49,999",NA,3
3,"$30,000 to $34,999",NA,0
4,NA,NA,NA
10,"$150,000 to $159,999",45,NA
8,"$40,000 to $44,999",NA,NA
5,"$50,000 to $59,999",NA,12
6,"$90,000 to $99,999",NA,1
NA,NA,NA,NA
7,"$45,000 to $49,999",NA,NA
7,"$190,000 to $199,999",NA,10
9,NA,NA,1
NA,NA,NA,NA
5,"$150,000 to $159,999",NA,0
9,"$60,000 to $69,999",4,8
4,"$60,000 to $69,999",NA,3
8,NA,NA,2
8,NA,NA,NA
8,"$20,000 to $24,999",0,0
8,"$20,000 to $24,999",NA,8
1,NA,NA,NA
9,NA,NA,NA
6,"$40,000 to $44,999",17,4
NA,NA,NA,NA
6,"$15,000 to $19,999",0,2
8,"$60,000 to $69,999",NA,5
NA,NA,NA,NA
7,"$70,000 to $79,999",10,NA
NA,NA,NA,NA
9,Presented but no response,2,NA
9,"$10,000 to $14,999",10,NA
3,Presented but no response,2,NA
7,NA,NA,NA
6,"$25,000 to $29,999",NA,2
4,NA,NA,6
6,"$45,000 to $49,999",35,19
8,"$40,000 to $44,999",60,2
6,"$25,000 to $29,999",0,NA
4,NA,NA,NA
6,"$150,000 to $159,999",40,NA
2,NA,NA,NA
1,NA,NA,NA
1,"$5,000 to $9,999",0,NA
NA,NA,NA,NA
4,"$45,000 to $49,999",NA,5
NA,NA,NA,NA
7,"$150,000 to $159,999",NA,149
4,"$60,000 to $69,999",38,2
7,"$160,000 to $169,999",50,4
10,"$10,000 to $14,999",8,NA
5,"$70,000 to $79,999",40,NA
3,"$20,000 to $24,999",NA,2
8,"$100,000 to $109,999",NA,150
4,"$15,000 to $19,999",NA,1
10,"$180,000 to $189,999",40,NA
2,"Under $5,000",8,NA
8,NA,NA,NA
3,"$30,000 to $34,999",0,1
NA,NA,NA,NA
NA,NA,NA,NA
6,"$30,000 to $34,999",0,2
7,"$70,000 to $79,999",40,1
5,Presented but no response,NA,2
8,"$25,000 to $29,999",8,NA
8,"$35,000 to $39,999",0,4
NA,NA,NA,NA
1,"$15,000 to $19,999",0,3
7,"$30,000 to $34,999",45,0
6,"$25,000 to $29,999",NA,4
10,"$30,000 to $34,999",NA,NA
10,"$150,000 to $159,999",NA,NA
7,"$60,000 to $69,999",NA,2
8,"$50,000 to $59,999",NA,5
7,"$60,000 to $69,999",0,1
2,"$5,000 to $9,999",0,NA
5,"$200,000 or more",NA,14
5,"$10,000 to $14,999",0,NA
NA,NA,NA,NA
8,NA,NA,NA
NA,NA,NA,NA
5,"$50,000 to $59,999",NA,1
8,Presented but no response,49,10
NA,NA,NA,NA
7,"$50,000 to $59,999",NA,2
7,"$5,000 to $9,999",4,NA
6,NA,NA,2
7,"$10,000 to $14,999",NA,3
8,"$45,000 to $49,999",9,NA
7,"$15,000 to $19,999",NA,2
8,"$100,000 to $109,999",0,3
5,Presented but no response,40,2
5,"$110,000 to $119,999",33,17
4,"$50,000 to $59,999",8,NA
7,NA,NA,NA
7,NA,NA,2
7,"$100,000 to $109,999",NA,NA
NA,NA,NA,NA
6,Presented but no response,NA,NA
3,"$60,000 to $69,999",0,2
NA,NA,NA,NA
6,"$30,000 to $34,999",40,NA
4,NA,20,NA
6,"$90,000 to $99,999",7,NA
5,"$90,000 to $99,999",10,7
8,"$70,000 to $79,999",0,2
6,NA,NA,3
8,"$50,000 to $59,999",8,NA
6,NA,NA,NA
6,"$20,000 to $24,999",NA,10
5,"$90,000 to $99,999",25,NA
4,"$80,000 to $89,999",37,1
8,NA,NA,NA
3,"$20,000 to $24,999",0,1
3,"$40,000 to $44,999",35,NA
NA,NA,NA,NA
6,NA,NA,NA
5,NA,NA,3
NA,NA,NA,NA
9,"$200,000 or more",NA,50
6,NA,NA,NA
9,"$20,000 to $24,999",0,NA
8,"$70,000 to $79,999",30,NA
8,"$90,000 to $99,999",20,NA
8,NA,NA,NA
6,"$80,000 to $89,999",0,3
5,"$45,000 to $49,999",7,20
NA,NA,NA,NA
7,"$35,000 to $39,999",NA,17
3,Presented but no response,0,2
4,"$20,000 to $24,999",0,1
5,"$40,000 to $44,999",25,2
5,"$100,000 to $109,999",0,0
NA,NA,NA,NA
8,"$30,000 to $34,999",0,NA
4,"$30,000 to $34,999",16,2
5,"$10,000 to $14,999",NA,NA
6,"$70,000 to $79,999",7,NA
8,NA,NA,55
NA,NA,NA,NA
NA,NA,NA,NA
7,NA,NA,NA
10,"$100,000 to $109,999",10,2
8,"$45,000 to $49,999",40,NA
NA,NA,NA,NA
5,"$15,000 to $19,999",0,NA
6,NA,NA,NA
NA,NA,NA,NA
8,"$80,000 to $89,999",4,NA
10,"$45,000 to $49,999",NA,141
7,"$45,000 to $49,999",0,2
1,NA,NA,NA
8,"$35,000 to $39,999",5,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
5,NA,NA,NA
10,"$20,000 to $24,999",NA,NA
6,"$10,000 to $14,999",0,NA
NA,NA,NA,NA
1,NA,NA,NA
NA,NA,NA,NA
6,"$120,000 to $129,999",56,NA
NA,NA,NA,NA
7,"$80,000 to $89,999",NA,3
10,"Under $5,000",NA,0
4,NA,NA,NA
8,"$90,000 to $99,999",0,2
5,"$15,000 to $19,999",NA,0
NA,NA,NA,3
1,NA,NA,NA
6,"$70,000 to $79,999",0,NA
6,"$5,000 to $9,999",6,5
10,"$100,000 to $109,999",0,NA
NA,"$45,000 to $49,999",NA,2
4,Presented but no response,NA,NA
7,"$35,000 to $39,999",30,2
10,Presented but no response,3,NA
8,"$150,000 to $159,999",3,9
6,"$90,000 to $99,999",5,NA
9,"$80,000 to $89,999",NA,8
NA,NA,NA,NA
5,NA,NA,NA
7,"$60,000 to $69,999",NA,24
3,"$30,000 to $34,999",70,0
7,NA,NA,NA
4,NA,NA,NA
5,"$40,000 to $44,999",40,NA
7,"$200,000 or more",37.5,NA
7,NA,NA,NA
9,NA,NA,2
10,Presented but no response,40,4
5,"$30,000 to $34,999",35,0
5,"$70,000 to $79,999",40,1
6,NA,NA,3
8,"$80,000 to $89,999",45,2
2,"$25,000 to $29,999",47,0
6,"$50,000 to $59,999",NA,3
10,"$80,000 to $89,999",NA,1
4,NA,NA,0
8,"$5,000 to $9,999",40,NA
NA,NA,NA,NA
6,NA,NA,NA
4,"$160,000 to $169,999",35,NA
1,NA,NA,NA
9,Presented but no response,2,NA
4,"$130,000 to $139,999",0,2
6,"$70,000 to $79,999",0,4
NA,NA,NA,NA
NA,NA,NA,NA
6,Presented but no response,15,NA
3,"$90,000 to $99,999",NA,8
7,"Under $5,000",20,7
4,"$30,000 to $34,999",42.5,NA
6,"$40,000 to $44,999",8,7
7,"$80,000 to $89,999",NA,4
8,"$60,000 to $69,999",NA,10
1,"$35,000 to $39,999",10,NA
NA,NA,NA,NA
9,"$60,000 to $69,999",5,NA
7,"$20,000 to $24,999",31,11
NA,NA,NA,NA
5,"$80,000 to $89,999",42,0
10,"$60,000 to $69,999",21,NA
NA,NA,NA,NA
NA,NA,NA,NA
3,NA,NA,NA
1,"$40,000 to $44,999",25,2
7,Presented but no response,30,2
5,"$20,000 to $24,999",NA,1
7,"$60,000 to $69,999",0,1
7,"$50,000 to $59,999",0,NA
7,NA,NA,1
6,"$35,000 to $39,999",30,NA
6,"$120,000 to $129,999",25,0
8,"$80,000 to $89,999",0,NA
10,NA,NA,NA
1,"$25,000 to $29,999",30,25
8,"$60,000 to $69,999",12,NA
1,"$150,000 to $159,999",50,NA
9,NA,NA,NA
NA,NA,NA,NA
7,"$30,000 to $34,999",0,1
NA,NA,NA,NA
4,"$45,000 to $49,999",12,NA
6,"$60,000 to $69,999",40,NA
10,NA,NA,NA
7,NA,NA,NA
8,"$100,000 to $109,999",48,5
NA,NA,NA,NA
NA,NA,NA,NA
10,"$10,000 to $14,999",NA,5
6,"$100,000 to $109,999",NA,1
8,NA,NA,NA
NA,NA,NA,NA
8,"$20,000 to $24,999",0,6
5,"$150,000 to $159,999",NA,57
